id,name,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,review_scores_rating,cancellation_policy
38112873,Tranquil Mountain Retreat w/ Private Studio,149601167,TurnKey Vacation Rentals,9/7/2017,within an hour,100%,100%,f,Asheville,28804,35.62792,-82.52863,Apartment,Entire home/apt,8,2,3,$126.00 ,$0.00 ,$254.00 ,100,super_strict_30
38123308,"West Asheville Home w/Patio, 5Mi to Dtwn!",151397468,Evolve,9/20/2017,within an hour,98%,99%,f,Asheville,28806,35.56707,-82.6347,House,Entire home/apt,4,1,2,$162.00 ,,$104.00 ,95,strict_14_with_grace_period
38129233,Studio on Broad,55281380,Joanne,1/19/2016,within an hour,100%,100%,t,Asheville,28801,35.60486,-82.54959,Guest suite,Entire home/apt,2,1,1,$99.00 ,$0.00 ,$30.00 ,99,moderate
38135882,"Private elevator, Roof top Terrace, New, Luxury Townhome",167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.58673,-82.55479,Townhouse,Entire home/apt,6,2,2,$295.00 ,$250.00 ,$95.00 ,100,strict_14_with_grace_period
38151584,UTOPIA THEMED SUITES ~ HOT-TUB ~ RURAL ~ VIEWS,1994122,Marc & Fay,3/23/2012,within an hour,100%,100%,t,Asheville,28805,35.61133,-82.52573,House,Entire home/apt,8,4.5,4,$400.00 ,$500.00 ,$300.00 ,100,strict_14_with_grace_period
38152084,"Plants, Art and Hot Tub: 2.5M from Asheville",276924989,Düstin,7/17/2019,within an hour,100%,70%,t,Woodfin,28804,35.62091,-82.57155,House,Private room,1,1,1,$15.00 ,$0.00 ,$10.00 ,100,moderate
38178700,Charming duplex 2 miles from downtown,9017645,Sarah,9/23/2013,within a few hours,100%,100%,t,Asheville,28804,35.61965,-82.55993,House,Entire home/apt,2,1,1,$165.00 ,,$75.00 ,100,flexible
38182048,Brand New Luxury Condo in Downtown Asheville,17533099,Stephen,7/2/2014,within an hour,100%,93%,t,Asheville,28801,35.5942,-82.55017,Condominium,Entire home/apt,4,1,1,$150.00 ,$0.00 ,$100.00 ,100,strict_14_with_grace_period
38183596,Cute & Cozy Bedroom near many AVL attractions!,40900372,Emily,8/8/2015,within an hour,100%,98%,t,Asheville,28803,35.53232,-82.52588,House,Private room,2,1,1,$40.00 ,$0.00 ,$0.00 ,100,moderate
38204389,The Woodland House,290292888,Connie,8/30/2019,within an hour,100%,96%,f,Asheville,28804,35.64645,-82.4962,House,Entire home/apt,6,2,3,$350.00 ,$500.00 ,$275.00 ,100,moderate
38209611,COMFORTABLE COZY CLOSE TO DOWNTOWN,290336831,Robert,8/30/2019,within an hour,100%,98%,t,Asheville,28805,35.59578,-82.48124,House,Entire home/apt,6,1,3,$130.00 ,$300.00 ,$100.00 ,96,moderate
38214746,"Private, peaceful guesthouse in Asheville",150024808,Sheri,9/10/2017,N/A,N/A,100%,t,Asheville,28805,35.6083,-82.46826,Guesthouse,Entire home/apt,2,0.5,1,$50.00 ,$280.00 ,$36.00 ,98,flexible
38217215,Serenity Now!,11458618,Becky And Matt,1/19/2014,within an hour,100%,100%,t,Asheville,28803,35.57507,-82.53597,Apartment,Entire home/apt,2,1,1,$78.00 ,,$35.00 ,99,moderate
38242587,Downtown walk around,6618494,Reid,5/28/2013,within an hour,100%,85%,t,Asheville,28801,35.6034,-82.55613,Apartment,Entire home/apt,4,1,1,$115.00 ,,,,flexible
38260042,Bent Creek Haven: Where the city meets the forest,187685577,Karen,5/3/2018,within an hour,100%,92%,t,Asheville,28806,35.51066,-82.6095,House,Entire home/apt,6,1.5,3,$140.00 ,$100.00 ,$100.00 ,99,moderate
38260663,Creek-side retreat in the Heart of West Asheville,121549010,Andra,3/19/2017,within an hour,100%,100%,t,Asheville,28806,35.57301,-82.60071,Guest suite,Private room,2,1,1,$78.00 ,,$35.00 ,95,strict_14_with_grace_period
38266279,West Asheville Urban Homestead Cottage,216145693,Mari,9/18/2018,within an hour,100%,94%,t,Asheville,28806,35.5716,-82.57939,Guesthouse,Entire home/apt,2,1,0,$110.00 ,,,100,flexible
38288393,"New, luxury condo located in heart of downtown Asheville~55 S. Market #201",167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.59277,-82.55041,Condominium,Entire home/apt,6,2,2,$395.00 ,$250.00 ,$95.00 ,97,strict_14_with_grace_period
38298383,"East Asheville Views, Fire Pit,Parkway, Large Home",189799819,Michael&Kerrie,5/15/2018,within an hour,100%,100%,t,Asheville,28803,35.55062,-82.46841,House,Entire home/apt,8,2,4,$250.00 ,$200.00 ,$125.00 ,100,moderate
38298493,Country tranquility just minutes from downtown,8916884,Brendan,9/18/2013,within an hour,100%,100%,t,Asheville,28805,35.61402,-82.52361,Bungalow,Entire home/apt,4,2,2,$120.00 ,$0.00 ,$50.00 ,98,moderate
38322547,Beautiful lower level apartment with outdoor tub,3838067,Anna,10/11/2012,within an hour,100%,92%,t,Asheville,28806,35.58313,-82.57653,Apartment,Entire home/apt,5,1,2,$135.00 ,$100.00 ,$50.00 ,98,strict_14_with_grace_period
38328291,Biltmore Village Apartment,265655545,Taylor,6/1/2019,within an hour,100%,100%,t,Asheville,28803,35.57026,-82.54652,House,Entire home/apt,2,1,1,$200.00 ,,$30.00 ,95,flexible
38329359,Hidden Cove,5122480,Mollie,3/22/2018,within an hour,100%,96%,t,Woodfin,28804,35.62644,-82.57264,House,Entire home/apt,6,2,3,$180.00 ,$0.00 ,$85.00 ,98,moderate
38343217,"Vegetarian, non-smoking clean home.",33911036,Soorya,5/21/2015,within a few hours,90%,78%,f,Woodfin,28804,35.62874,-82.58681,House,Private room,2,1,1,$40.00 ,$100.00 ,$5.00 ,100,flexible
38358756,Secluded Asheville Hillside Hide-Away,84896326,Dewey And CJ,7/20/2016,within an hour,100%,100%,t,Asheville,28803,35.49428,-82.51438,Apartment,Entire home/apt,2,1,1,$80.00 ,$0.00 ,$45.00 ,100,moderate
38379294,East Asheville Home with Superb Mountain Views,30985020,Michelle,4/10/2015,within an hour,100%,100%,t,Asheville,28805,35.61394,-82.48752,House,Entire home/apt,8,3,4,$300.00 ,,$150.00 ,100,moderate
38413800,8 Minutes to downtown AVL and Biltmore. Sleeps 8.,264046613,Kyle,5/25/2019,within an hour,100%,96%,t,Asheville,28803,35.55054,-82.50672,House,Entire home/apt,8,2,3,$230.00 ,$200.00 ,$100.00 ,100,strict_14_with_grace_period
38448857,Charming Tiny House by the Biltmore Village,34992675,Michelle,6/4/2015,within an hour,100%,98%,t,Asheville,28803,35.54565,-82.53302,Guesthouse,Entire home/apt,2,1,1,$90.00 ,$0.00 ,$40.00 ,98,flexible
38453728,"Quiet, Safe, Well-Appointed, Excellent Location",293140550,Dena,9/8/2019,within a few hours,100%,100%,f,Asheville,28806,35.58201,-82.57214,House,Private room,3,1,2,$64.00 ,,,100,flexible
38487193,"Bungalow suite in Biltmore village, great location",128559412,Don,5/2/2017,N/A,N/A,91%,t,Asheville,28803,35.56863,-82.53118,House,Private room,2,1,1,$99.00 ,$250.00 ,$40.00 ,100,strict_14_with_grace_period
38491874,Walk to Downtown Asheville Plus Excellent Views,85510477,Ryan,7/23/2016,within an hour,100%,95%,t,Asheville,28801,35.59326,-82.5421,House,Entire home/apt,2,1,1,$99.00 ,$100.00 ,$75.00 ,100,flexible
38530930,"The Glenway House ~A Quiet Retreat ""Suite 1""",267148766,Michael,6/8/2019,within an hour,100%,98%,f,Asheville,28804,35.63999,-82.51982,House,Private room,2,1,1,$40.00 ,$0.00 ,$35.00 ,100,moderate
38538781,"Detached Guest House, Private,Walkable W.Asheville",94272182,Thomas,9/8/2016,within an hour,100%,96%,t,Asheville,28806,35.58011,-82.58965,Guesthouse,Entire home/apt,2,1,1,$105.00 ,$0.00 ,$30.00 ,100,flexible
38540766,Downtown Asheville with Great Views & Sunsets,46570936,Kelly,10/14/2015,within a few hours,100%,97%,t,Asheville,28801,35.5946,-82.54225,Bungalow,Entire home/apt,4,1,2,$99.00 ,$100.00 ,$75.00 ,94,strict_14_with_grace_period
38541159,Dove Cottage,197064144,Claire Elizabeth,6/21/2018,within an hour,100%,100%,f,Asheville,28801,35.61299,-82.55467,Bungalow,Private room,2,1.5,1,$45.00 ,$0.00 ,$20.00 ,85,moderate
38568166,"Bright, Earthy & Spacious Private Retreat",41909545,Christal,8/19/2015,within an hour,100%,100%,t,Asheville,28801,35.60245,-82.55599,Apartment,Entire home/apt,2,1,1,$100.00 ,$0.00 ,$45.00 ,100,flexible
38573541,Bear-a-dise Found,71812166,Heidi & Ricky,5/13/2016,within an hour,100%,99%,t,Asheville,28806,35.55841,-82.60405,Apartment,Entire home/apt,4,1,1,$159.00 ,$150.00 ,$100.00 ,100,strict_14_with_grace_period
38597290,The Cozy Cottage Idyllic for Social Distancing,122691303,"Vista View Ventures, Inc.",3/26/2017,within an hour,100%,100%,t,Arden,28704,35.47839,-82.50984,Cottage,Entire home/apt,2,1.5,1,$120.00 ,$100.00 ,$75.00 ,100,moderate
38600691,Maxwell Cottage / with Hot Tub / Mountain View,154597390,Steven,10/14/2017,within an hour,100%,97%,f,Asheville,28805,35.59699,-82.4822,House,Entire home/apt,4,2,3,$180.00 ,$0.00 ,$125.00 ,100,strict_14_with_grace_period
38603834,Entire Guest House 2 blocks from Mission Hospital!,73405287,Kelly,5/22/2016,within a day,100%,50%,f,Asheville,28801,35.59385,-82.55196,Cottage,Private room,2,4,4,$130.00 ,$0.00 ,$100.00 ,80,moderate
38616361,"Complete private suite - Sierra Nevada, Asheville",84784954,Neil,7/19/2016,within an hour,100%,98%,t,Fletcher,28732,35.46037,-82.4717,Guest suite,Entire home/apt,2,1,1,$88.00 ,$0.00 ,$25.00 ,99,flexible
38624441,East Asheville Abode near Historic Downtown,156580026,Scott And Sandy,10/28/2017,within an hour,100%,100%,t,Asheville,28805,35.60739,-82.49889,House,Private room,2,1,1,$60.00 ,$0.00 ,$40.00 ,100,flexible
38642094,Private apartment near Blue Ridge Parkway,137884684,Roger,6/30/2017,within an hour,100%,100%,t,Asheville,28805,35.59549,-82.47944,Apartment,Entire home/apt,2,1,1,$50.00 ,$0.00 ,$35.00 ,100,flexible
38647370,Brand New Cottage! Completed in September 2019,53185861,"Asheville Cottages, Inc.",1/3/2016,within an hour,100%,100%,t,Asheville,28806,35.52038,-82.61543,Cottage,Entire home/apt,6,2,3,$359.00 ,$0.00 ,$159.00 ,100,strict_14_with_grace_period
38659759,Bohemian Bungalow,71812166,Heidi & Ricky,5/13/2016,within an hour,100%,99%,t,Asheville,28806,35.53233,-82.61934,House,Entire home/apt,2,1,1,$159.00 ,$150.00 ,$100.00 ,100,strict_14_with_grace_period
38670161,New luxury condo in heart of downtown Asheville~55 S.Market St. #207,167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.59399,-82.55111,Condominium,Entire home/apt,4,1,1,$295.00 ,$250.00 ,$95.00 ,99,strict_14_with_grace_period
38710999,Newly renovated charming condo in Historic King James Building #6,167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.60383,-82.54772,Condominium,Entire home/apt,4,1,1,$195.00 ,$250.00 ,$75.00 ,93,strict_14_with_grace_period
38711002,New luxury 2 bdr/2 bath condo located in the heart of downtown Asheville,167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.59424,-82.55025,Condominium,Entire home/apt,6,2,2,$495.00 ,$250.00 ,$95.00 ,100,strict_14_with_grace_period
38727711,"The Burton Street Cottage, West Asheville",175105672,Jennifer,2/24/2018,within an hour,100%,100%,t,Asheville,28806,35.58011,-82.58361,House,Entire home/apt,4,1.5,2,$199.00 ,$200.00 ,$75.00 ,100,strict_14_with_grace_period
38784372,New luxury condo in downtown Asheville,167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.59229,-82.55761,Condominium,Entire home/apt,8,3,3,$395.00 ,$250.00 ,$95.00 ,92,strict_14_with_grace_period
38784373,"New, luxury 1 bdr/1 bath condo in heart of downtown Asheville~55. S. Market #107",167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.5926,-82.55018,Condominium,Entire home/apt,4,1,1,$295.00 ,$250.00 ,$75.00 ,98,strict_14_with_grace_period
38796139,Master Room: Mountainside Private Room & Pvt. Bath,16296123,Allison & Peter,6/2/2014,within an hour,100%,91%,f,Asheville,28803,35.4904,-82.51441,House,Private room,2,1,1,$38.00 ,$0.00 ,$5.00 ,98,strict_14_with_grace_period
38817764,Relaxing Modern Retreat By The River! Entire House,276943292,Mailing,7/17/2019,within an hour,100%,100%,f,Woodfin,28804,35.62415,-82.57946,House,Entire home/apt,4,2,2,$111.00 ,$0.00 ,$50.00 ,92,moderate
38825791,"Comfy suite in new home, with great mountain view",40328496,Nansi,8/2/2015,within an hour,100%,100%,t,Asheville,28803,35.56717,-82.52308,House,Private room,2,1,1,$60.00 ,$0.00 ,$30.00 ,95,flexible
38826892,ASHEVILLE FRESH MOUNTAIN AIR,297256170,Andy And Dee,9/23/2019,N/A,N/A,100%,f,Asheville,28804,35.65287,-82.57909,Apartment,Entire home/apt,5,1,2,$350.00 ,$500.00 ,$99.00 ,93,flexible
38842684,Hidden House in the Mountains,83353651,Tracey,7/12/2016,within an hour,100%,94%,t,Asheville,28803,35.53419,-82.48315,House,Entire home/apt,8,3,4,$500.00 ,$300.00 ,$200.00 ,100,moderate
38849359,Asheville Urban Oasis at Emma,105838974,Leland,12/1/2016,within an hour,97%,96%,t,Asheville,28806,35.59973,-82.60226,House,Entire home/apt,6,2,2,$147.00 ,$200.00 ,$100.00 ,96,strict_14_with_grace_period
38867480,Tent Rent Asheville (Complete Outdoor Gear Rental),14649701,Nicole,4/23/2014,within a few hours,100%,98%,t,Arden,28704,35.4835,-82.51972,Tent,Entire home/apt,2,0,0,$70.00 ,$0.00 ,$15.00 ,100,flexible
38903164,Entire House on Blue Ridge Parkway with Hot Tub!,134530510,Kelli,6/11/2017,within an hour,100%,96%,t,Asheville,28803,35.55857,-82.49095,House,Entire home/apt,4,2,2,$275.00 ,$500.00 ,$150.00 ,100,strict_14_with_grace_period
38923649,Come relax on the front porch at the Dogwood House,4331962,Johnny,12/5/2012,within an hour,100%,100%,t,Asheville,28806,35.58999,-82.61928,House,Entire home/apt,8,2.5,3,$201.00 ,"$1,000.00 ",$100.00 ,100,strict_14_with_grace_period
38923965,"New listing, Charming, great location & Views,",296256113,Cheryl,9/19/2019,within an hour,100%,100%,t,Asheville,28803,35.54298,-82.48387,Guest suite,Entire home/apt,4,1,2,$145.00 ,$0.00 ,$75.00 ,98,flexible
38931169,Downtown Asheville Condo w/ Patio + Amenities,151397468,Evolve,9/20/2017,within an hour,98%,99%,f,Asheville,28801,35.59239,-82.55022,Condominium,Entire home/apt,4,1,1,$409.00 ,,$78.00 ,100,strict_14_with_grace_period
38935174,Stylish and Comfy Home Minutes to Downtown,232831690,Jon,12/27/2018,within an hour,96%,99%,t,Asheville,28803,35.55436,-82.47758,House,Entire home/apt,12,0,0,$350.00 ,$500.00 ,$129.00 ,99,moderate
38953302,Modern Townhome by Downtown AVL for Monthly Rental,86003918,Pic,7/26/2016,within an hour,100%,100%,t,Asheville,,35.59588,-82.55265,Townhouse,Entire home/apt,6,2.5,3,$150.00 ,$500.00 ,$350.00 ,,strict_14_with_grace_period
38977178,"Dana's Mountain Escape of Asheville, NC",298606227,David,9/28/2019,within an hour,100%,100%,f,Arden,28704,35.46017,-82.5039,House,Entire home/apt,6,2,4,$134.00 ,$250.00 ,$95.00 ,,flexible
38978399,"Private entrance close to BRP, RAD and West AVL",160657193,Beth,11/29/2017,within a day,80%,90%,f,Asheville,28806,35.52416,-82.61108,House,Private room,2,1,1,$53.00 ,$0.00 ,$25.00 ,100,strict_14_with_grace_period
39003531,Simple comforts of home conveniently located,298877301,Frans,9/29/2019,N/A,N/A,100%,t,Arden,28704,35.48636,-82.49648,Condominium,Entire home/apt,4,2.5,2,$150.00 ,,,100,flexible
39007688,"Mountain Air - Peace, Comfort, and Convenience!",92301073,Michael,8/28/2016,within an hour,100%,100%,t,Asheville,28805,35.62363,-82.47733,Apartment,Entire home/apt,4,1,2,$102.00 ,$0.00 ,$40.00 ,100,moderate
39019007,Asheville Cottage Steps to Shoji Spa and Parkway,298995549,Laura,9/30/2019,within an hour,100%,100%,t,Asheville,28803,35.55132,-82.49571,House,Entire home/apt,5,1,2,$199.00 ,$0.00 ,$0.00 ,100,strict_14_with_grace_period
39025575,Charming Cape Cod Close to it All,76909312,William,6/10/2016,within a few hours,100%,88%,t,Asheville,28805,35.59092,-82.49906,House,Entire home/apt,7,2,4,$119.00 ,"$1,500.00 ",$120.00 ,100,flexible
39028181,West Asheville Chalet- newly renovated- private,211497850,Daniele,8/24/2018,within an hour,100%,95%,t,Asheville,28806,35.58271,-82.60751,Guesthouse,Entire home/apt,3,1,1,$72.00 ,,$30.00 ,100,moderate
39036474,New luxury 1 bdr/1 bath condo heart of downtown Asheville~55 South Market #214,167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.59277,-82.55019,Condominium,Entire home/apt,4,1,1,$295.00 ,$250.00 ,$75.00 ,96,strict_14_with_grace_period
39048434,Walk to hip RAD & Haywood / Good vibes / VIEW!!!,185370249,Brooke & Keith,4/20/2018,within an hour,100%,98%,t,Asheville,28806,35.58461,-82.57539,House,Private room,2,1,0,$175.00 ,$250.00 ,$45.00 ,99,flexible
39112578,"The Aviary of West AVL, 3 miles from Downtown",299822655,Kathleen,10/3/2019,within an hour,100%,100%,t,Asheville,28806,35.58132,-82.59734,Apartment,Entire home/apt,5,1,2,$150.00 ,$0.00 ,$95.00 ,100,flexible
39113069,"Luxury West AVL Apartment, 3 miles from Downtown",299822655,Kathleen,10/3/2019,within an hour,100%,100%,t,Asheville,28806,35.58161,-82.59814,Apartment,Entire home/apt,2,1,1,$150.00 ,$0.00 ,$85.00 ,99,moderate
39156231,Cozy & Private Suite | West Asheville,135279756,Mary Jane,6/15/2017,N/A,N/A,100%,t,Asheville,28806,35.58254,-82.60689,Guest suite,Entire home/apt,3,1,0,$85.00 ,$500.00 ,$15.00 ,98,strict_14_with_grace_period
39157712,Montford Cottage - Walk to Downtown Asheville,28460476,Collin,2/27/2015,N/A,N/A,N/A,f,Asheville,28801,35.60621,-82.57265,Guesthouse,Entire home/apt,4,1,1,$110.00 ,,,,flexible
39170705,Private Grove Park Suite near downtown Asheville!,16970160,Daniel,6/18/2014,within an hour,100%,100%,t,Asheville,28801,35.61297,-82.54518,Guest suite,Entire home/apt,3,1,2,$115.00 ,$0.00 ,$20.00 ,99,flexible
39177450,306 SW Condo Asheville - Historic Art Deco Gem!,32670355,Karen,5/5/2015,within an hour,100%,100%,f,Asheville,28801,35.59442,-82.55396,Condominium,Entire home/apt,4,1,1,$275.00 ,,$75.00 ,100,strict_14_with_grace_period
39191004,Fun and convenient well appointed downtown suite.,3184531,Wyht,8/7/2012,within an hour,100%,87%,t,Asheville,28801,35.60762,-82.54468,House,Private room,2,1,1,$90.00 ,,,100,moderate
39196663,New Private Suite Close to Biltmore and Asheville.,58838473,Sandy,2/15/2016,within an hour,100%,100%,t,Asheville,28803,35.56319,-82.52469,House,Private room,2,1,1,$79.00 ,,,100,flexible
39199023,"Wanderlust Lofts: The Sapphire, Downtown Haven",282336310,Wanderlust Lofts,8/4/2019,within an hour,100%,100%,t,Asheville,28801,35.58918,-82.55291,Loft,Entire home/apt,4,1,2,$399.00 ,$500.00 ,$40.00 ,100,flexible
39199324,"Wanderlust Lofts: The Opal, Downtown Urban Retreat",282336310,Wanderlust Lofts,8/4/2019,within an hour,100%,100%,t,Asheville,28801,35.58944,-82.55365,Loft,Entire home/apt,2,1,1,$350.00 ,$500.00 ,$40.00 ,100,flexible
39201259,dharma guest room in the heart of west asheville,4141480,Bridgett,11/13/2012,within an hour,100%,96%,t,Asheville,28806,35.58372,-82.58622,Guest suite,Private room,2,1,1,$60.00 ,$0.00 ,$15.00 ,100,flexible
39217268,"The Gnome Home- a little more west, Asheville",5609688,Lisa “Lesha”,3/24/2013,within an hour,100%,100%,t,Asheville,28806,35.57843,-82.62608,Guest suite,Entire home/apt,4,1,1,$90.00 ,$0.00 ,$60.00 ,100,moderate
39224609,Idyllic mountain cove farm minutes from downtown,118485561,Kevin,2/28/2017,within an hour,100%,100%,t,Asheville,28804,35.63569,-82.51617,House,Entire home/apt,7,2,3,$275.00 ,$0.00 ,$160.00 ,100,moderate
39225051,Hooper's Creek Retreat,198280184,Stephanie,6/26/2018,within a day,67%,91%,f,Fletcher,28732,35.43902,-82.46147,House,Entire home/apt,6,2,3,$150.00 ,$0.00 ,$55.00 ,100,flexible
39226970,Stylish and Beautiful Room in a Brand New Home,301027240,Robert,10/8/2019,N/A,N/A,100%,f,Asheville,28801,35.59327,-82.54562,Guest suite,Private room,2,1,1,$200.00 ,$0.00 ,$30.00 ,96,strict_14_with_grace_period
39229606,Historic Farmstead 5 min from Downtown Asheville,1912965,Courtney,3/13/2012,within an hour,100%,97%,t,Asheville,28805,35.58776,-82.50724,Guest suite,Entire home/apt,2,1,1,$125.00 ,$500.00 ,$65.00 ,99,strict_14_with_grace_period
39230227,In the country...but near Asheville...,33129659,John,5/11/2015,within an hour,100%,98%,t,Asheville,28806,35.63364,-82.62947,House,Entire home/apt,6,2,3,$135.00 ,$300.00 ,$60.00 ,100,moderate
39252932,"Town Mountain Breeze - Top of the mountain, close to Asheville!",96187307,Steve,9/21/2016,within an hour,99%,100%,t,Asheville,28804,35.62722,-82.51819,House,Entire home/apt,4,2,2,$268.00 ,$0.00 ,$0.00 ,,super_strict_60
39308573,New Listing! Updated Home w/ Deck - Near Asheville,149601167,TurnKey Vacation Rentals,9/7/2017,within an hour,100%,100%,f,Woodfin,28804,35.6285,-82.58318,House,Entire home/apt,7,2.5,3,$69.00 ,$0.00 ,$190.00 ,100,super_strict_30
39310190,Dreamy Getaway in N. Asheville/Private Guest House,106402189,Marissa,12/6/2016,within a few hours,100%,80%,t,Asheville,28804,35.63856,-82.5572,Guesthouse,Entire home/apt,4,1,1,$115.00 ,$100.00 ,$45.00 ,100,moderate
39322078,Cozy Bungalow – Perfect for families!,249871754,Caitlin,3/19/2019,within an hour,100%,100%,t,Woodfin,28804,35.63003,-82.58227,Bungalow,Entire home/apt,8,1.5,4,$190.00 ,$0.00 ,$90.00 ,97,moderate
39335641,"Beautiful Ridge Top Private basement apt, downtown",302126393,Amanda,10/13/2019,within an hour,100%,100%,t,Asheville,28801,35.58986,-82.53968,Apartment,Entire home/apt,4,1,1,$100.00 ,$200.00 ,$55.00 ,100,flexible
39342148,"Cabin feel, large deck, private, in city limits",714507,Hany,6/18/2011,within an hour,100%,100%,t,Asheville,28806,35.53542,-82.6236,House,Entire home/apt,8,1,2,$190.00 ,$0.00 ,$65.00 ,97,moderate
39364782,Quiet Downtown Suite Steps Away from Downtown,35972008,Virginia,6/16/2015,N/A,N/A,91%,f,Asheville,28801,35.59807,-82.5582,Guest suite,Entire home/apt,4,1,1,$175.00 ,$0.00 ,$50.00 ,100,strict_14_with_grace_period
39365356,"Broadway Loft 101: Downtown Asheville's newest gem, upscale luxury! Elevator, walkable, close to everything!",96187307,Steve,9/21/2016,within an hour,99%,100%,t,Asheville,28801,35.60431,-82.55868,Condominium,Entire home/apt,4,2,2,$212.00 ,$0.00 ,$0.00 ,,super_strict_60
39365364,"Broadway Loft 102: Downtown Asheville's newest gem, upscale luxury! Elevator, walkable, close to everything!",96187307,Steve,9/21/2016,within an hour,99%,100%,t,Asheville,28801,35.60336,-82.5601,Condominium,Entire home/apt,4,2,2,$212.00 ,$0.00 ,$0.00 ,,super_strict_60
39365370,"Broadway Loft 201: Downtown Asheville's newest gem, upscale luxury! Elevator, walkable, close to everything!",96187307,Steve,9/21/2016,within an hour,99%,100%,t,Asheville,28801,35.60413,-82.55779,Condominium,Entire home/apt,4,2,2,$212.00 ,$0.00 ,$0.00 ,,super_strict_60
39365377,"Broadway Loft 202: Downtown Asheville's newest gem, upscale luxury! Elevator, walkable, close to everything!",96187307,Steve,9/21/2016,within an hour,99%,100%,t,Asheville,28801,35.60481,-82.55802,Condominium,Entire home/apt,4,2,2,$212.00 ,$0.00 ,$0.00 ,,super_strict_60
39418899,Cozy Clean West Asheville Apt (Monthly Rental),174169874,Jordan,2/19/2018,within an hour,100%,100%,t,Asheville,28806,35.57736,-82.59701,Apartment,Entire home/apt,4,1,1,$90.00 ,$0.00 ,$40.00 ,100,flexible
39431117,North Asheville Delight with King & Hot Tub,302870608,Jennifer,10/17/2019,N/A,N/A,100%,t,Asheville,28804,35.62445,-82.56227,House,Private room,6,1,1,$43.00 ,$0.00 ,$60.00 ,100,strict_14_with_grace_period
39435668,"Quiet, Private West Asheville Retreat with Hot Tub",302904285,Aubri,10/17/2019,within an hour,100%,96%,t,Asheville,28806,35.5688,-82.57259,House,Private room,3,1,1,$75.00 ,$0.00 ,$75.00 ,100,moderate
39437623,Spacious West Asheville suite near Haywood Ave,16443620,Grace,6/5/2014,within an hour,100%,84%,t,Asheville,28806,35.58301,-82.5863,House,Private room,3,1,1,$65.00 ,$0.00 ,$0.00 ,97,flexible
39439187,West Asheville Bungalow,261458155,Joann,5/12/2019,N/A,N/A,100%,t,Asheville,28806,35.57862,-82.58977,Bungalow,Entire home/apt,7,1,2,$179.00 ,$0.00 ,$39.00 ,98,flexible
39440197,Peaceful Sanctuary in the heart of West Asheville,117928272,Caroline,2/24/2017,within a day,88%,95%,t,Asheville,28806,35.5681,-82.57106,Guest suite,Entire home/apt,2,1,1,$100.00 ,,$30.00 ,97,strict_14_with_grace_period
39444836,"New, luxury condo located in the heart of downtown Asheville~55 (Website hidden by Airbnb)",167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.59283,-82.5511,Condominium,Entire home/apt,4,1,1,$295.00 ,$250.00 ,$75.00 ,100,strict_14_with_grace_period
39444837,Landmark Mountain and City Views~Historic Patton Parker Garden Cottage #101,167186184,Towns,1/11/2018,within an hour,100%,100%,t,Asheville,28801,35.60337,-82.54656,Other,Entire home/apt,6,2,2,$295.00 ,$250.00 ,$95.00 ,98,strict_14_with_grace_period
39461061,Asheville Mountain Cottage/Accessible,97028753,Anne,9/27/2016,within an hour,100%,100%,f,Asheville,28805,35.63794,-82.46337,Guesthouse,Entire home/apt,4,1,0,$105.00 ,$0.00 ,$40.00 ,100,moderate
39466083,Asheville Modern Bohemian Private Suite w/King Bed,15188771,Lisa,5/6/2014,within an hour,100%,100%,t,Asheville,28805,35.58366,-82.49693,House,Private room,2,1,1,$85.00 ,$0.00 ,$25.00 ,100,moderate
39483355,"Contemporary that’s classy, fun AND relaxing",288199878,Branson,8/22/2019,N/A,N/A,100%,f,Woodfin,28804,35.62937,-82.59155,House,Entire home/apt,4,2.5,2,$400.00 ,$0.00 ,$95.00 ,,flexible
39487580,The River Nook✨A Tiny Refuge,26002506,Michelle,1/12/2015,within an hour,100%,99%,t,Woodfin,28804,35.6344,-82.59912,Tiny house,Entire home/apt,2,1,1,$80.00 ,$0.00 ,$40.00 ,100,flexible
39519331,Modern Luxury Downtown Condo 211- prime location,32670355,Karen,5/5/2015,within an hour,100%,100%,f,Asheville,28801,35.5932,-82.54993,Condominium,Entire home/apt,4,1,1,$285.00 ,$0.00 ,$75.00 ,100,strict_14_with_grace_period
39548513,Mid-Century Cottage; Convenient Location,255986705,Thomas,4/15/2019,within an hour,100%,100%,t,Asheville,28805,35.58602,-82.48926,House,Private room,2,1,1,$50.00 ,,,97,flexible
